TLS_DHE_DSS_EXPORT_WITH_DES40_CBC_SHA,FALSE
TLS_DHE_DSS_WITH_DES_CBC_SHA,FALSE
TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA,FALSE
TLS_DHE_RSA_WITH_DES_CBC_SHA,FALSE
TLS_DH_DSS_EXPORT_WITH_DES40_CBC_SHA,FALSE
TLS_DH_DSS_WITH_DES_CBC_SHA,FALSE
TLS_DH_RSA_EXPORT_WITH_DES40_CBC_SHA,FALSE
TLS_DH_RSA_WITH_DES_CBC_SHA,FALSE
TLS_DH_anon_EXPORT_WITH_DES40_CBC_SHA,FALSE
TLS_DH_anon_EXPORT_WITH_RC4_40_MD5,FALSE
TLS_DH_anon_WITH_DES_CBC_SHA,FALSE
TLS_RSA_EXPORT_WITH_DES40_CBC_SHA,FALSE
TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5,FALSE
TLS_RSA_EXPORT_WITH_RC4_40_MD5,FALSE
TLS_RSA_WITH_DES_CBC_SHA,FALSE
TLS_KRB5_EXPORT_WITH_DES_CBC_40_MD5,FALSE
TLS_KRB5_EXPORT_WITH_DES_CBC_40_SHA,FALSE
TLS_KRB5_EXPORT_WITH_RC4_40_MD5,FALSE
TLS_KRB5_EXPORT_WITH_RC4_40_SHA,FALSE
TLS_KRB5_WITH_DES_CBC_MD5,FALSE
TLS_KRB5_WITH_DES_CBC_SHA,FALSE
TLS_RSA_EXPORT1024_WITH_DES_CBC_SHA,FALSE
TLS_DHE_DSS_EXPORT1024_WITH_DES_CBC_SHA,FALSE
TLS_RSA_EXPORT1024_WITH_RC4_56_SHA,FALSE
TLS_DHE_DSS_EXPORT1024_WITH_RC4_56_SHA,FALSE
TLS_DHE_PSK_WITH_NULL_SHA,FALSE
TLS_DHE_PSK_WITH_NULL_SHA256,FALSE
TLS_DHE_PSK_WITH_NULL_SHA384,FALSE
TLS_ECDHE_ECDSA_WITH_NULL_SHA,FALSE
TLS_ECDHE_PSK_WITH_NULL_SHA,FALSE
TLS_ECDHE_PSK_WITH_NULL_SHA256,FALSE
TLS_ECDHE_PSK_WITH_NULL_SHA384,FALSE
TLS_ECDHE_RSA_WITH_NULL_SHA,FALSE
TLS_ECDH_ECDSA_WITH_NULL_SHA,FALSE
TLS_ECDH_RSA_WITH_NULL_SHA,FALSE
TLS_ECDH_anon_WITH_NULL_SHA,FALSE
TLS_NULL_WITH_NULL_NULL,FALSE
TLS_PSK_WITH_NULL_SHA,FALSE
TLS_PSK_WITH_NULL_SHA256,FALSE
TLS_PSK_WITH_NULL_SHA384,FALSE
TLS_RSA_PSK_WITH_NULL_SHA,FALSE
TLS_RSA_PSK_WITH_NULL_SHA256,FALSE
TLS_RSA_PSK_WITH_NULL_SHA384,FALSE
TLS_RSA_WITH_NULL_MD5,FALSE
TLS_RSA_WITH_NULL_SHA,FALSE
TLS_RSA_WITH_NULL_SHA256,FALSE
TLS_DH_anon_EXPORT_WITH_DES40_CBC_SHA,FALSE
TLS_DH_anon_EXPORT_WITH_RC4_40_MD5,FALSE
TLS_DH_anon_WITH_3DES_EDE_CBC_SHA,FALSE
TLS_DH_anon_WITH_AES_128_CBC_SHA,FALSE
TLS_DH_anon_WITH_AES_128_CBC_SHA256,FALSE
TLS_DH_anon_WITH_AES_128_GCM_SHA256,FALSE
TLS_DH_anon_WITH_AES_256_CBC_SHA,FALSE
TLS_DH_anon_WITH_AES_256_CBC_SHA256,FALSE
TLS_DH_anon_WITH_AES_256_GCM_SHA384,FALSE
TLS_DH_anon_WITH_ARIA_128_CBC_SHA256,FALSE
TLS_DH_anon_WITH_ARIA_128_GCM_SHA256,FALSE
TLS_DH_anon_WITH_ARIA_256_CBC_SHA384,FALSE
TLS_DH_anon_WITH_ARIA_256_GCM_SHA384,FALSE
TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA,FALSE
TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA256,FALSE
TLS_DH_anon_WITH_CAMELLIA_128_GCM_SHA256,FALSE
TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA,FALSE
TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA256,FALSE
TLS_DH_anon_WITH_CAMELLIA_256_GCM_SHA384,FALSE
TLS_DH_anon_WITH_DES_CBC_SHA,FALSE
TLS_DH_anon_WITH_RC4_128_MD5,FALSE
TLS_DH_anon_WITH_SEED_CBC_SHA,FALSE
TLS_ECDH_anon_WITH_3DES_EDE_CBC_SHA,FALSE
TLS_ECDH_anon_WITH_AES_128_CBC_SHA,FALSE
TLS_ECDH_anon_WITH_AES_256_CBC_SHA,FALSE
TLS_ECDH_anon_WITH_NULL_SHA,FALSE
TLS_ECDH_anon_WITH_RC4_128_SHA,FALSE
TLS_SRP_SHA_WITH_3DES_EDE_CBC_SHA,FALSE
TLS_SRP_SHA_WITH_AES_128_CBC_SHA,FALSE
TLS_SRP_SHA_WITH_AES_256_CBC_SHA,FALSE
SSL_RSA_FIPS_WITH_DES_CBC_SHA,FALSE
SSL_RSA_FIPS_WITH_3DES_EDE_CBC_SHA,FALSE
